fuel_consumption_rate  	traffic_congestion_level  driver_behavior_score
6.991133714			1.193895439	0.746915176
6.399478665			6.312697348	0.747727065
15.21642363			8.669828201	0.750204091
7.091673195			4.966032034	0.755611988
5.38271066			0.143886086	0.758450643
5.099399555			9.864559231	0.758918198
5.022774369			0.003068597	0.764322317
8.644362222			3.723554386	0.768661973
5.000000008			7.52924168	0.769187425
9.002451807			1.802520698	0.772777513
5.098298863			0.022376296	0.774584298
5.194468632			0.156224699	0.775264447
5.014541435			9.973293767	0.776229239
5.000000684			0.213247414	0.776556018
11.58408708			9.741788267	0.777166969
5.962065576			0.423400322	0.780801786
9.342074158			0.840235021	0.780896612
5.000775066			9.087003554	0.785133923
5.000000069			8.693775282	0.78699412
15.98566206			3.419144057	0.789705802
5.019808064			4.233363325	0.789906489
6.171086782			6.149703994	0.798455825
6.540361111			7.770804706	0.801011024
5.038232507			1.046559714	0.808017556
5.956456405			0.357831973	0.808891907
7.631976163			0.877576599	0.810071883
5.05451813			4.721642855	0.810444598
5.00054429			5.914246256	0.814939103
6.038235699			1.629263447	0.816035107
6.961578491			0.003407149	0.817992392
13.01791543			1.725800088	0.818096395
5.000136659			9.998023898	0.819081398
5.629028151			0.513444842	0.824006996
5.61504942			9.818707043	0.826842156
5.00001116			2.873480792	0.827614223
5.478352346			0.644257559	0.828272218
5.026836875			9.140989798	0.830522
5.020698081			9.194030342	0.833122127
6.61608777			3.094752491	0.833125902
17.88725002			5.636168064	0.834055266
7.767864773			0.266902843	0.834865116
13.05240607			2.209812433	0.840731323
6.20646328			9.999430752	0.84142069
5.01633485			1.043828112	0.841989741
15.16502668			8.403010312	0.843290065
5.635924176			9.999707211	0.848660633
18.74352469			3.429373887	0.849992937
5.9710134			2.371127264	0.854456175
5.012535801			6.572394316	0.856929037
5.00015732			4.956889622	0.858367428
5.068561173			7.602791659	0.858673915
5.014339675			0.037667899	0.85952643
14.82762786			8.675352585	0.859914163
5.514149383			2.37660271	0.860039557
5.163704339			5.679076677	0.860532784
18.59815689			8.945096973	0.861624134
5.000013622			4.25918765	0.866712662
5.000803472			3.957808763	0.86977639
5.002898969			0.059430941	0.871933801
5.009869784			4.545501598	0.874551419
5.000106991			0.029239739	0.874842711
6.06205311			5.483205573	0.876878977
5.086442366			3.070118123	0.877371913
5.000185624			1.237492516	0.879754995
5.865739005			0.606342512	0.88173878
14.90137372			9.522895732	0.884166941
5.016604611			8.635149868	0.889894519
11.1680191			3.86890356	0.89054875
15.2918051			2.128229436	0.89065313
5.000002698			1.783948964	0.897872844
5.001938224			1.014840902	0.897987522
10.29625884			8.542864724	0.902407472
5.639621222			9.971136471	0.903094602
8.653678296			4.74821808	0.904255495
5.000435252			2.597255593	0.904696155
7.83876385			6.178777647	0.905111951
5.014070268			9.895177063	0.90537798
5.001211009			0.264012313	0.906834016
5.116817138			3.346085102	0.907922896
6.911364624			1.405951332	0.908761487
5.032823789			7.246879248	0.910482105
5.000011893			0.940508024	0.91169747
5.052381226			1.20498719	0.911830054
5.271286647			5.920321134	0.911850672
10.50082975			1.146811439	0.914008715
6.749327125			1.213102704	0.914714339
7.586968691			4.782120241	0.917023963
5.041809641			8.558891533	0.918747412
14.29468986			1.625176826	0.919201884
7.86959331			9.826391248	0.921198757
5.412686917			0.627189373	0.922838048
5.000005977			8.63273345	0.925007508
5.153453896			1.696897265	0.93000299
13.79864677			0.141965335	0.931076959
8.290481787			2.718785773	0.932781234
13.89856983			2.867127681	0.933374615
18.05378569			0.052709946	0.933859399
12.34447792			5.818867931	0.935724362
5.000003847			9.773146014	0.93686967
5.358674569			3.111403852	0.936919854
7.966882774			6.797245052	0.937705325
		



